task,tps,accuracy
puzzles-latin_square,0.7901,7.0
puzzles-latin_square,1.3061,4.0
puzzles-latin_square,1.9394,0.0
puzzles-sudoku,0.7901,0.0
puzzles-sudoku,1.3061,0.0
puzzles-sudoku,1.9394,0.0
textwriting-paraphrasing,0.7901,33.0
textwriting-paraphrasing,1.3061,20.0
textwriting-paraphrasing,1.9394,5.0
textwriting-summarization,0.7901,28.0
textwriting-summarization,1.3061,20.0
textwriting-summarization,1.9394,5.0
textwriting-w2s_easy,0.7901,1.0
textwriting-w2s_easy,1.3061,1.0
textwriting-w2s_easy,1.9394,0.0
textwriting-w2s_hard,0.7901,31.0
textwriting-w2s_hard,1.3061,2.0
textwriting-w2s_hard,1.9394,0.0
textwriting-w2s_medium,0.7901,0.0
textwriting-w2s_medium,1.3061,0.0
textwriting-w2s_medium,1.9394,0.0
waitingline-copy,0.7805,100.0
waitingline-copy,1.28,100.0
waitingline-copy,1.8824,100.0
waitingline-insert_index,0.7805,68.0
waitingline-insert_index,1.28,66.0
waitingline-insert_index,1.8824,61.0
waitingline-insert_random,0.7805,100.0
waitingline-insert_random,1.28,41.0
waitingline-insert_random,1.8824,38.0
waitingline-remove_index,0.7805,55.0
waitingline-remove_index,1.28,54.0
waitingline-remove_index,1.8824,52.0
waitingline-remove_random,0.7805,0.0
waitingline-remove_random,1.28,0.0
waitingline-remove_random,1.8824,0.0
waitingline-replace_index,0.7805,0.0
waitingline-replace_index,1.28,0.0
waitingline-replace_index,1.8824,0.0
waitingline-replace_random,0.7805,98.0
waitingline-replace_random,1.28,61.0
waitingline-replace_random,1.8824,38.0
waitingline-reverse,0.7805,100.0
waitingline-reverse,1.28,100.0
waitingline-reverse,1.8824,100.0
waitingline-shuffle,0.7805,0.0
waitingline-shuffle,1.28,0.0
waitingline-shuffle,1.8824,0.0
waitingline-sort,0.7805,49.0
waitingline-sort,1.28,7.0
waitingline-sort,1.8824,7.0
avg,0.7845,39.4118
avg,1.2907,28.0
avg,1.9059,23.8824
