task,tps,accuracy
puzzles-latin_square,0.7901,39.0
puzzles-latin_square,0.9747,32.0
puzzles-latin_square,1.0311,34.0
puzzles-latin_square,1.0901,28.0
puzzles-latin_square,1.1619,13.0
puzzles-latin_square,1.3123,3.0
puzzles-sudoku,0.7901,0.0
puzzles-sudoku,0.8721,0.0
puzzles-sudoku,0.9239,0.0
puzzles-sudoku,1.049,0.0
puzzles-sudoku,1.3785,0.0
puzzles-sudoku,1.5915,0.0
textwriting-paraphrasing,0.7901,60.0
textwriting-paraphrasing,1.3278,59.0
textwriting-paraphrasing,1.3775,59.0
textwriting-paraphrasing,1.4229,60.0
textwriting-paraphrasing,1.4686,56.0
textwriting-paraphrasing,1.5296,52.0
textwriting-summarization,0.7901,42.0
textwriting-summarization,1.1945,43.0
textwriting-summarization,1.2539,43.0
textwriting-summarization,1.3166,45.0
textwriting-summarization,1.364,50.0
textwriting-summarization,1.434,46.0
textwriting-w2s_easy,0.7901,92.0
textwriting-w2s_easy,1.0713,91.0
textwriting-w2s_easy,1.1289,91.0
textwriting-w2s_easy,1.1743,92.0
textwriting-w2s_easy,1.2284,85.0
textwriting-w2s_easy,1.2836,74.0
textwriting-w2s_hard,0.7901,88.0
textwriting-w2s_hard,1.0422,88.0
textwriting-w2s_hard,1.0805,88.0
textwriting-w2s_hard,1.1061,84.0
textwriting-w2s_hard,1.135,84.0
textwriting-w2s_hard,1.1511,79.0
textwriting-w2s_medium,0.7901,92.0
textwriting-w2s_medium,1.0199,93.0
textwriting-w2s_medium,1.0551,93.0
textwriting-w2s_medium,1.109,93.0
textwriting-w2s_medium,1.1352,90.0
textwriting-w2s_medium,1.1643,89.0
waitingline-copy,0.7805,100.0
waitingline-copy,1.8812,100.0
waitingline-copy,1.8824,100.0
waitingline-copy,1.8824,100.0
waitingline-copy,1.8824,100.0
waitingline-copy,1.8824,100.0
waitingline-insert_index,0.7805,60.0
waitingline-insert_index,1.8286,59.0
waitingline-insert_index,1.8476,60.0
waitingline-insert_index,1.8594,60.0
waitingline-insert_index,1.8692,58.0
waitingline-insert_index,1.8757,57.0
waitingline-insert_random,0.7805,100.0
waitingline-insert_random,1.5764,100.0
waitingline-insert_random,1.6368,99.0
waitingline-insert_random,1.6958,95.0
waitingline-insert_random,1.766,82.0
waitingline-insert_random,1.8307,58.0
waitingline-remove_index,0.7805,62.0
waitingline-remove_index,1.8307,62.0
waitingline-remove_index,1.8659,62.0
waitingline-remove_index,1.8692,62.0
waitingline-remove_index,1.8768,62.0
waitingline-remove_index,1.8801,62.0
waitingline-remove_random,0.7805,0.0
waitingline-remove_random,1.115,4.0
waitingline-remove_random,1.2094,9.0
waitingline-remove_random,1.2929,16.0
waitingline-remove_random,1.3775,21.0
waitingline-remove_random,1.4918,24.0
waitingline-replace_index,0.7805,0.0
waitingline-replace_index,0.9281,3.0
waitingline-replace_index,0.9846,4.0
waitingline-replace_index,1.1256,9.0
waitingline-replace_index,1.2759,12.0
waitingline-replace_index,1.3937,16.0
waitingline-replace_random,0.7805,100.0
waitingline-replace_random,1.4932,100.0
waitingline-replace_random,1.596,97.0
waitingline-replace_random,1.6833,89.0
waitingline-replace_random,1.766,72.0
waitingline-replace_random,1.8659,44.0
waitingline-reverse,0.7805,100.0
waitingline-reverse,1.8757,100.0
waitingline-reverse,1.8824,100.0
waitingline-reverse,1.8824,100.0
waitingline-reverse,1.8824,100.0
waitingline-reverse,1.8824,100.0
waitingline-shuffle,0.7805,0.0
waitingline-shuffle,1.0306,0.0
waitingline-shuffle,1.1268,0.0
waitingline-shuffle,1.1878,0.0
waitingline-shuffle,1.2223,0.0
waitingline-shuffle,1.2795,2.0
waitingline-sort,0.7805,22.0
waitingline-sort,1.3131,22.0
waitingline-sort,1.4066,22.0
waitingline-sort,1.4829,18.0
waitingline-sort,1.5671,11.0
waitingline-sort,1.6798,10.0
avg,0.7845,56.2941
avg,1.3162,56.2353
avg,1.37,56.5294
avg,1.4253,55.9412
avg,1.4916,52.7059
avg,1.5605,48.0
