task,tps,accuracy
puzzles-latin_square,0.7901,30.0
puzzles-latin_square,0.9403,27.0
puzzles-latin_square,0.9998,24.0
puzzles-latin_square,1.1027,20.0
puzzles-latin_square,1.2554,13.0
puzzles-latin_square,1.4444,4.0
puzzles-sudoku,0.7901,0.0
puzzles-sudoku,1.1828,0.0
puzzles-sudoku,1.3852,0.0
puzzles-sudoku,1.5422,0.0
puzzles-sudoku,1.7552,0.0
puzzles-sudoku,1.8963,0.0
textwriting-paraphrasing,0.7901,61.0
textwriting-paraphrasing,1.3844,61.0
textwriting-paraphrasing,1.4251,62.0
textwriting-paraphrasing,1.4873,61.0
textwriting-paraphrasing,1.55,61.0
textwriting-paraphrasing,1.6235,59.0
textwriting-summarization,0.7901,46.0
textwriting-summarization,1.2413,46.0
textwriting-summarization,1.3077,47.0
textwriting-summarization,1.3696,46.0
textwriting-summarization,1.4572,47.0
textwriting-summarization,1.5606,40.0
textwriting-w2s_easy,0.7901,90.0
textwriting-w2s_easy,1.0253,90.0
textwriting-w2s_easy,1.071,90.0
textwriting-w2s_easy,1.1015,90.0
textwriting-w2s_easy,1.1476,85.0
textwriting-w2s_easy,1.1863,73.0
textwriting-w2s_hard,0.7901,85.0
textwriting-w2s_hard,1.0912,88.0
textwriting-w2s_hard,1.1161,87.0
textwriting-w2s_hard,1.137,84.0
textwriting-w2s_hard,1.1741,82.0
textwriting-w2s_hard,1.194,79.0
textwriting-w2s_medium,0.7901,91.0
textwriting-w2s_medium,1.0013,91.0
textwriting-w2s_medium,1.0348,91.0
textwriting-w2s_medium,1.0447,91.0
textwriting-w2s_medium,1.0938,92.0
textwriting-w2s_medium,1.137,90.0
waitingline-copy,0.7805,100.0
waitingline-copy,1.8824,100.0
waitingline-insert_index,0.7805,67.0
waitingline-insert_index,1.8079,67.0
waitingline-insert_index,1.8401,66.0
waitingline-insert_index,1.8551,66.0
waitingline-insert_index,1.8681,63.0
waitingline-insert_index,1.8757,63.0
waitingline-insert_random,0.7805,100.0
waitingline-insert_random,1.5648,100.0
waitingline-insert_random,1.6235,99.0
waitingline-insert_random,1.6842,92.0
waitingline-insert_random,1.7553,79.0
waitingline-insert_random,1.8317,57.0
waitingline-remove_index,0.7805,62.0
waitingline-remove_index,1.838,62.0
waitingline-remove_index,1.8615,64.0
waitingline-remove_index,1.8681,62.0
waitingline-remove_index,1.8757,61.0
waitingline-remove_index,1.8812,60.0
waitingline-remove_random,0.7805,0.0
waitingline-remove_random,1.2734,1.0
waitingline-remove_random,1.3406,3.0
waitingline-remove_random,1.4078,6.0
waitingline-remove_random,1.5087,11.0
waitingline-remove_random,1.5865,11.0
waitingline-replace_index,0.7805,1.0
waitingline-replace_index,0.9379,1.0
waitingline-replace_index,1.0478,4.0
waitingline-replace_index,1.2298,4.0
waitingline-replace_index,1.3746,7.0
waitingline-replace_index,1.5245,7.0
waitingline-replace_random,0.7805,100.0
waitingline-replace_random,1.4849,100.0
waitingline-replace_random,1.5818,99.0
waitingline-replace_random,1.6658,90.0
waitingline-replace_random,1.7748,72.0
waitingline-replace_random,1.8626,49.0
waitingline-reverse,0.7805,100.0
waitingline-reverse,1.8779,100.0
waitingline-reverse,1.8824,100.0
waitingline-shuffle,0.7805,0.0
waitingline-shuffle,1.1088,0.0
waitingline-shuffle,1.1999,0.0
waitingline-shuffle,1.2893,0.0
waitingline-shuffle,1.3333,0.0
waitingline-shuffle,1.3865,0.0
waitingline-sort,0.7805,24.0
waitingline-sort,1.3196,24.0
waitingline-sort,1.3986,22.0
waitingline-sort,1.4672,19.0
waitingline-sort,1.5496,13.0
waitingline-sort,1.6598,11.0
avg,0.7845,56.2941
avg,1.3507,56.3529
