task,tps,accuracy
puzzles-latin_square,0.7901,24.0
puzzles-latin_square,1.3061,12.0
puzzles-latin_square,1.9394,1.0
puzzles-sudoku,0.7901,0.0
puzzles-sudoku,1.3061,0.0
puzzles-sudoku,1.9394,0.0
textwriting-paraphrasing,0.7901,62.0
textwriting-paraphrasing,1.3061,51.0
textwriting-paraphrasing,1.9394,27.0
textwriting-summarization,0.7901,52.0
textwriting-summarization,1.3061,32.0
textwriting-summarization,1.9394,25.0
textwriting-w2s_easy,0.7901,88.0
textwriting-w2s_easy,1.3061,45.0
textwriting-w2s_easy,1.9394,7.0
textwriting-w2s_hard,0.7901,90.0
textwriting-w2s_hard,1.3061,25.0
textwriting-w2s_hard,1.9394,1.0
textwriting-w2s_medium,0.7901,94.0
textwriting-w2s_medium,1.3061,23.0
textwriting-w2s_medium,1.9394,4.0
waitingline-copy,0.7805,100.0
waitingline-copy,1.28,100.0
waitingline-copy,1.8824,100.0
waitingline-insert_index,0.7805,65.0
waitingline-insert_index,1.28,65.0
waitingline-insert_index,1.8824,62.0
waitingline-insert_random,0.7805,100.0
waitingline-insert_random,1.28,87.0
waitingline-insert_random,1.8824,54.0
waitingline-remove_index,0.7805,61.0
waitingline-remove_index,1.28,62.0
waitingline-remove_index,1.8824,60.0
waitingline-remove_random,0.7805,50.0
waitingline-remove_random,1.28,23.0
waitingline-remove_random,1.8824,6.0
waitingline-replace_index,0.7805,28.0
waitingline-replace_index,1.28,7.0
waitingline-replace_index,1.8824,6.0
waitingline-replace_random,0.7805,98.0
waitingline-replace_random,1.28,84.0
waitingline-replace_random,1.8824,41.0
waitingline-reverse,0.7805,100.0
waitingline-reverse,1.28,100.0
waitingline-reverse,1.8824,100.0
waitingline-shuffle,0.7805,18.0
waitingline-shuffle,1.28,5.0
waitingline-shuffle,1.8824,0.0
waitingline-sort,0.7805,16.0
waitingline-sort,1.28,12.0
waitingline-sort,1.8824,3.0
avg,0.7845,61.5294
avg,1.2907,43.1176
avg,1.9059,29.2353
