task,tps,accuracy
puzzles-latin_square,2.4589268834944704,42.0
puzzles-latin_square,3.1034529751488695,38.0
puzzles-latin_square,3.9977408075240892,34.0
puzzles-latin_square,4.830316350316349,27.0
puzzles-latin_square,5.758380286380287,27.0
puzzles-sudoku,3.4148297018885256,21.0
puzzles-sudoku,3.9672848207475204,22.0
puzzles-sudoku,4.77325889796478,23.0
puzzles-sudoku,5.957153957153956,23.0
puzzles-sudoku,7.042862914862917,16.0
textwriting-paraphrasing,2.656967625571326,99.0
textwriting-paraphrasing,3.232220293477021,97.0
textwriting-paraphrasing,3.9509542505164315,97.0
textwriting-paraphrasing,4.672737711028732,90.0
textwriting-paraphrasing,5.5840593507288885,84.0
textwriting-summarization,1.7730651406977587,92.0
textwriting-summarization,2.081532735757942,91.0
textwriting-summarization,2.395300127481026,89.0
textwriting-summarization,2.867088175348812,84.0
textwriting-summarization,3.362836481604882,78.0
textwriting-w2s_easy,1.8902325094980563,97.0
textwriting-w2s_easy,2.1149079235070776,97.0
textwriting-w2s_easy,2.431504619120663,95.0
textwriting-w2s_easy,2.9230041809586362,92.0
textwriting-w2s_easy,3.5816237588149824,88.0
textwriting-w2s_hard,1.5418565058549536,93.0
textwriting-w2s_hard,1.6925750828908723,90.0
textwriting-w2s_hard,1.9143757441536673,90.0
textwriting-w2s_hard,2.183695105804851,87.0
textwriting-w2s_hard,2.625865121030338,75.0
textwriting-w2s_medium,1.9083171472804252,96.0
textwriting-w2s_medium,2.1256273854340946,96.0
textwriting-w2s_medium,2.4245173067775956,93.0
textwriting-w2s_medium,2.8694421583828684,90.0
textwriting-w2s_medium,3.5555793443929122,92.0
waitingline-copy,6.477724941724944,100.0
waitingline-copy,7.577015873015872,100.0
waitingline-copy,8.522943722943724,100.0
waitingline-copy,8.542545454545454,100.0
waitingline-copy,9.142095238095237,100.0
waitingline-insert_index,4.625800865800866,87.0
waitingline-insert_index,5.287746031746033,86.0
waitingline-insert_index,5.929142857142857,77.0
waitingline-insert_index,6.373333333333334,68.0
waitingline-insert_index,6.764190476190477,62.0
waitingline-insert_random,4.589264069264068,94.0
waitingline-insert_random,5.379936507936508,91.0
waitingline-insert_random,6.0887619047619035,83.0
waitingline-insert_random,6.673142857142858,83.0
waitingline-insert_random,7.26552380952381,79.0
waitingline-remove_index,6.665100233100235,82.0
waitingline-remove_index,7.825904761904761,78.0
waitingline-remove_index,8.594701298701297,79.0
waitingline-remove_index,8.911515151515152,81.0
waitingline-remove_index,9.395809523809524,76.0
waitingline-remove_random,3.8595466755466754,80.0
waitingline-remove_random,4.9013333333333335,78.0
waitingline-remove_random,5.361529137529137,72.0
waitingline-remove_random,5.557171717171717,71.0
waitingline-remove_random,6.458920634920636,59.0
waitingline-replace_index,4.860733044733045,90.0
waitingline-replace_index,5.685460317460318,88.0
waitingline-replace_index,6.252190476190476,86.0
waitingline-replace_index,6.717714285714287,86.0
waitingline-replace_index,7.273142857142858,86.0
waitingline-replace_random,4.998245310245309,97.0
waitingline-replace_random,6.118476190476191,91.0
waitingline-replace_random,6.784761904761904,85.0
waitingline-replace_random,7.221333333333333,77.0
waitingline-replace_random,7.808000000000001,76.0
waitingline-reverse,7.083936507936507,90.0
waitingline-reverse,7.319757575757575,92.0
waitingline-reverse,7.387748251748251,94.0
waitingline-reverse,7.715555555555555,88.0
waitingline-reverse,8.121904761904762,87.0
waitingline-shuffle,3.443748251748252,76.0
waitingline-shuffle,3.892709956709957,59.0
waitingline-shuffle,4.441142857142857,43.0
waitingline-shuffle,4.942603174603174,24.0
waitingline-shuffle,5.501714285714287,13.0
waitingline-sort,4.660871572871572,28.000000000000004
waitingline-sort,5.552761904761905,23.0
waitingline-sort,6.065904761904762,23.0
waitingline-sort,6.585142857142859,23.0
waitingline-sort,7.152761904761906,23.0
avg,1.5418565058549536,93.0
avg,1.6925750828908723,90.0
avg,1.7730651406977587,92.0
avg,1.8902325094980563,97.0
avg,1.9083171472804252,96.0
